product_name,brand,customer_name,verified_purchase,rating,customer_review,helpful_votes,review_date,total_votes,review_length
"Samsung Galaxy Note 3, Black 32GB (Verizon Wireless)",Samsung,Thrifty Nurse,True,5,"LOVE at First Sight!!!!!. This was a long anticipated wait for me!! I have been waiting since November 2012 to get my hands on one of these I would frantically search to see the latest stats, pro's and cons and I must say the phone is PERFECT!!! I am AMAZED at how HUGE the screen is all the while the phone is SOOOO LIGHTWEIGHT!! It is very slim and feels as if nothing is in my hand. I have toyed with some things at first glance the Graphics have my pupils like WOOOOOOW..... I made the tragic mistake of bluetoothing over all my pics from my previous phone first before downloading apps and its about 1200 photos, videos and music.. My fault for that(drained my battery) but Other than that on first hand I Love, Love, Love, Love my new phone!!!! =) 1/25/14 It is nice to have a phone that can go 1 day and a half without being on charge. I took phone off Charge at 745am. Worked 13 hours and went out to the bar after work took pics, and mild to moderate social networking while at work (shhh...lol and went to sleep with battery at 33% woke up 7 hours later phone is on 30%!!! LOVE LOVE LOVE my phone. I do frequently make sure I close all apps on the phone to conserve my battery.. Still learning new things on my phone!!!",4.0,08-01-2014,6.0,1229
"Samsung Galaxy Note 3, Black 32GB (Verizon Wireless)",Samsung,Angelia Hall-David Hall,True,5,"Best phone I've ever owned. This phone does everything I could ask of it. I'm a student and this thing is absolutely amazing for taking notes, editing documents, reading...etc. I also love to play games which it will handle everything out there. I would not say that this phone is for everybody because of its shear size and capabilities...my 60 year old father would not be able to figure this thing out because of all the customization it offers. Beware, this phone is extremely big...like comically big. Unless you have Andre The Giant hands, you probably wont be able to reach from one end of the screen to the other while one handed texting, with that being said, I am always worried that I will drop it; so i suggest always using both hands. I am a very heavy user so the battery usually lasts me about an entire day with about 15% left, but I like my brightness maxed out, wifi on, games, syncing, blah blah blah. My old Galaxy S3 would require a charge in the middle of the day just to make it to the end of the day with how much I use it. TL;DR I love this phone and would recommend it to anybody who needs to multitask and often burns through their battery during the day.",0.0,04-04-2014,2.0,1182
"Samsung Galaxy Note 3, Black 32GB (Verizon Wireless)",Samsung,Lexi H.,True,5,"Love the phone!!!. First of all, I want to say that Amazon price beats any service provider offers out there. Secondly, the quick shipment from amazon and processing is awesome. Now the phone, I love love love everything about it. It is big in size, but how many people have a smartphone plus a tablet. I find this phone serves the purpose of both. I love how everything is in one. I was always in love with the Android operating system, so I never really had much of a problem. I found I got really frustrated with Apple products a lot, and switching to the iPhone was the biggest regret I had made. I just don't like how everything is set up for you and you can't really customize anything. Secondly, I love how the Note syncs with my Google account, from my Gmail to my calendar and my contacts. I am currently taking online classes, and I am able to log on to my school website without a problem. As opposed to my iPhone I can only access certain features, and not to mention constantly having to zoom in. Cons: speaker is on the bottom, so if you watch a movie in landscape, you'll feel like your hearing is off. That's all I can find for it for now.",1.0,24-04-2014,3.0,1155
"Samsung Galaxy Note 3, Black 32GB (Verizon Wireless)",Samsung,Samuel M Gillespie,True,5,"UPDATE!!!! DO NOT INSTALL UPDATE TO ANDROID 5.0 LOLLIPOP. Update!!!! Last week (April 28, 2015) Verizon pushed the Android 5.0 Lollipop update for the Note 3. DO NOT INSTALL THE UPDATE!!!!! There have been multiple problems with the update. My particular problem has been if the phone is in a no coverage area for a length of time, when you get back into a coverage area it will not pick the signal back up until you reboot the phone. I am now waiting on my 3rd phone from Verizon to deal with this and their only remedy at this point is not to install the update. Look online before you consider updating and read all the issues with this update. Original Review.... I transitioned from a Motorola Droid Razr Maxx to this Samsung Galaxy Note 3. A difference between night and day. I have literally moved from the worst phone I have ever owned to the absolute best phone I have ever owned. Pros: Quad Core Replaceable / Up-gradable Battery Beautiful Display S-Pen Call Quality Available Accessories App Compatibility Cons: I'll let you know if I find one",1.0,03-03-2015,3.0,1054
"Samsung Galaxy Note 3, Black 32GB (Verizon Wireless)",Samsung,Jcare,True,5,"Beautiful Phone. Well worth the money. You won't regret it.. Quick reference review: (details below) Fantastic all around! beautifully crisp screen in full HD, very quick response time for all around performance from texts to apps to games. Battery life is astounding, average users will have no problem going throughout a day on one battery, or even two. Connection on Verizon is fast, for both Data and Calls. I haven't experience any call quality issues. Camera qualities are second to none. The S-pen is a nice feature to have. Phone layout/buttons is easy to get used too. I can use this phone easily with one hand, but I have big hands in general. If your only issue with this phone is its size, GET IT. You easily get used to the size and don't even notice it (however i wouldnt recommend to individuals with tiny hands). Comment with any other questions ill try to get back as quick as I can. Bought this phone off amazon in january (2 months ago) due to its amazing deal and reduced price and I am not at all dissatisfied. Worth noting, I purchased this phone over the LG G2. I do have a single significant complaint on this phone regarding the charger, scroll to the bottom for that. Design: The layout and physical features of this phone are fantastic. While it may not be encased in a solid block of metal, you never feel like your holding a cheap phone. The materials are very sturdy and well made, especially when one utilizes a case. In my opinion, being able to access the battery, sim, microSD in the back of the phone is more useful than it being in a solid metal body. The phone itself is incredibly thin. I purchased a Spigen slim hardcase for the phone because I wanted to keep the phone sleek and thin as designed. Button placement is very intuitive and easy to get used too. Hardware: This phone is fast. All the benchmark tests do not lie. This thing performs better than any phone i've had and is faster than my 1st gen Samsung Galaxy Tab. I like to get the most out of my phones, to the point of unlocking them, but even with all of the pre-loaded bloat-apps this thing still flys. Great on WiFi or LTE. Screen is amazingly clear, with great contrast and color. Buttons are firm and don't feel like they're going to break. The speakers are good, not great. They get the job done for most users watching youtube or listening to music occasionally. If you're a hardcore music lover and sound quality is a top priority, you may want to look elsewhere. Touch screen sensitivity is great out of the box. I've had no issues. UI and software: If you've ever used an andriod or samsung device before, you'll quickly find yourself comfortable with this phone. If you've never used it before, it is easy and very enjoyable. I always recommend it over iOS, But I don't have enough experience with Windows to sway you from it. But the User Interface is intuitive and for the most part can be understood by most. There are so many customization's. From different widgets, layouts, screens, you have so many options to satisfy the most eclectic or OCD personalities. Camera: So many phones have crazy camera features or settings, while the average user wont notice or use half of them. I will say, the picture quality and useful features on this phone can be handy. From action shots to selfies to posting your lunch to instragram this phone with suffice for most! I always say if you want to really take meaningful pictures, buy a DSLR! Size: The size of this phone always seems to be the sticky issue with people. As I mentioned before, if size is the only issue holding you back from this phone, JUST GET IT. 99% of your wont be disappointed, and will quickly get used to the phone. Depending on your size, it will be easier than others. The average male wouldn't have a problem with it in his pocket. For reference I am about 6 foot and average build with larger hands. I'm always amazed how often I don't even feel it. However, for smaller individuals it may be an issue. My honest opinion is find one in person. I went to BestBuy and the Samsung rep allowed me to hold his work Note3. I was able to get a real sense of size and feel of it in my pocket, and not just attached to a display table. I love having a larger screen, it just makes it that much easier to use and enjoy, and to me outweighs any size inconvenience. Battery Life: It's amazing. The big size means samsung is able to throw a big battery in it. So even though the larger screen uses more power, many average users wont have a problem going an entire day on one charge. on average i get about a day and a half. If i use heavy (constant screen on) for several hours straight, then i'll run the battery down in a day. But idle in your pocket with LTE on all day. You'll have no issues. The USB 3.0 charger/port is fantastic. This thing charges so fast. I can get a full charge in half the time as my old HTC Thunderbolt. People complain about the thickness of the cord, but its required for the phone to charge that fast, safely. Which brings me to my only issue i've had with this phone... My only complaint: I had a few issues charging my phone. At first I was extremely upset as I thought the port inside my phone was defective. Essentially, with the USB 3.0 cord and charger, you get 2 connections in one. The standard USB port, and an extra smaller port which is why your able to achieve such fast charging and data transfers. My issue was that one of the 2 connections on the USB3 wasn't getting a solid contact in my phone. This lead to longer charge times and my phone telling me ""Please use the original charger that came with your phone for faster charging"". I simply bought a new cord on amazon and i haven't had any problems since. I recommend to anyone having charging issues to first try another cord, as my issue was that the connection to the phone on the cord, was slightly bent. On the other side, its worth noting you CAN indeed charge this phone with regular phone micro USB cords, however it will be slow. Overall, JUST GET THIS PHONE. I can't state it enough, it is really a fantastic phone. I fought back and forth whether to get this or the LG G2 for cheaper, but I decided I wanted the best phone I could buy (at ~$250 for the best phone on the market? that's fairly priced) and would last me a long time, and more importantly keep me preoccupied, and not wanting to buy a new phone before my upgrade.",0.0,27-03-2014,2.0,6411
"Samsung Galaxy Note 3, Black 32GB (Verizon Wireless)",Samsung,Stuffologist,True,5,"As described. My first one crashed on its automatic attempt to update the software. Amazon in their usual pleasant and expedited means, shipped a replacement and walked through some manual steps to ensure the new data contract matched he new phone. I LOVE the stylus and the apps, the size, the features. This is my 2nd favorite device next to the 12 inch Galaxy Note Tablet. When Apple quit updating my perfectly operable 1st gen iPad, I RAN into the arms of Android. In the time I left Android for favor of my iPad, they have come so far and surpass iOS. Sadly, I feel like iPad and iPhones are mere toys in comparison. They are great gadgets but the Galaxy Note line lets someone have fun AND get work done. I can multitask like a nut on this thing. It does all that I need a little device to do.",3.0,01-05-2014,5.0,799
"Samsung Galaxy Note 3, Black 32GB (Verizon Wireless)",Samsung,AMZ Customer,True,5,"Works fine, minor quirks, drop resistant but recommend case on principle, great price. Hesitant to write a review until a couple months had passed in case of product failure but here I go. Visually the phone was in great condition besides a few spots about 1mm in length in the lower right bezzel where the plastic has been chipped. Everything came as described and in working condition, I was able to pop my sim csrd in and activste it thr same day. In the past month, I've experienced a few kinks in the OS like the touchscreen not responding for a few seconds and ohone froze once but nothing that a restart couldn't fix. I dont think that this is a problem with the phone but just a byproduct of its aging (3 year old) componants. But these things only happened twice in the last month after heavy usage so I'll give it the benefit of the doubt. Overall, getting this phone with its processing power and display was a very good deal for under $200. Despite its age it functions are fluid and dont seem to be slowing down at the moment. Would definately suggest getting a case despite the fact that I've dropped it a few times without one and have yet to get any scratches.",1.0,25-04-2016,3.0,1176
"Samsung Galaxy Note 3, Black 32GB (Verizon Wireless)",Samsung,Christina D,True,5,"but looks great otherwise. As for the phone itself. Ordered a used phone in ""acceptable"" condition. Listing said it has a bunch of scratches on it. I can honestly say this phone hardly looks used! It has some normal wear on the edges, but looks great otherwise. As for the phone itself, I am blown away by how fast and smooth the apps run, and by how crisp the pictures look. I've been using the cheap prepaid phones for years now, and this one blows it out of the water. I love the size and the pen feature is great. I can't wait to see what else this phone can do !",2.0,17-01-2016,4.0,567
"Samsung Galaxy Note 3, Black 32GB (Verizon Wireless)",Samsung,Anonymous,True,5,"Love, Love. Love, Love, Love it!!!! This is my first smartphone and I love it. The first three days I was like... this thing is way to big, this isn't going to work. After that I got used to it and I can tell you, there is no way I can ever go back. The camera is fantastic. The picture quality on the screen is breathtaking. I have watched so many HD videos. It does allow for split screen and doing multiwork. For example I can split screen and have txt messages on one side and web browser on the other. I can also get on the internet and search something while talking on the phone with someone. And don't forget the stylus! I had some people tell me it was gimmicky but I really like it. When making notes and reminders its much easier than typing and I like to use it for alot of games as well since it is more precise than using my finger.",0.0,23-12-2014,2.0,846
"Samsung Galaxy Note 3, Black 32GB (Verizon Wireless)",Samsung,Lamarr Lawlor,True,5,"Great Phone! - Not so great instructions.. This is my first purchase of a cell phone from Amazon. The phone is beautiful and is just what I wanted. The price was right and the delivery time was excellent. The only issue I had was that I did not know that I needed to call Verizon first before it would activate. It seems like Amazon could mention that step when they sell a new phone. Even Verizon did not mention it in the accompanying paperwork that came with the phone. After several unsuccessful attempts to activate the phone, which is supposed to be automated, I went to the Verizon website and found a number I should call prior to letting the phone run the auto-setup and activate the phone. Other than that, I am thrilled with my purchase.",0.0,12-05-2015,2.0,748
"Samsung Galaxy Note 3, Black 32GB (Verizon Wireless)",Samsung,Smashbroz4,True,5,"My girl friend wanted a phone that would be better than the generic $40. When I ordered this item it was said to take about two to three weeks to come in. To my suprise it took only about 5 days for the item to arive. The quality of the product was exactly as posted 9 out of 10. Not a single scratch, dent, or blemish from my evaluation. Everything has worked perfectly from the time I opened it put of the box, and I received exactly why was promised. My girl friend wanted a phone that would be better than the generic $40.00 go phone that could be purchased for her carrier, and what we got was many folds greater. S pen was perfect. Phone was without a blemish. She literally can't stop taken pictures with this phone because Samsungs camers rock. The only down side that I would have to say is that the battery performance is quite poor, but that would be expected if it was the original battery that game with the phone on a older model. I plan on buying a battery for a good deal off amazon for this phone in new condition, which should fix all off her problems I rated this 5 stars to be nice, but in all reality I would give this a 4 out of 5 for the lack of battery porformance. Thanks for saving me money once again amazon. ^.^",0.0,16-08-2016,2.0,1239
"Samsung Galaxy Note 3, Black 32GB (Verizon Wireless)",Samsung,Maryland,True,2,"When I got this phone I LOVED it! It was awesome. When I got this phone I LOVED it! It was awesome, big, fast, lasted all day, great camera, great reception! Then they ""upgraded"" my operating system to KitKat and that all changed! Ok, it's still big... KitKat turned my phone into a brick! I did not move, but I could no longer MAKE OR RECEIVE calls at home! Just got a ""Network Not Available"" message or something like that. My data signal was likewise in the toilet. Battery went to the potty, and the worst was the formerly awesome camera became practically useless because now when you tapped the shutter button, you had to wait about 3 seconds (no exaggeration) for the picture to take. If you moved, the picture was trash. This all started immediately following the KitKat update - google the problems, they're myriad. I wouldn't buy another one till the next software update comes out. Total brick, and total waste of my money. Thanks for nothing Verizon, or Samsung, or whoever's fault this is - because no matter who you call it's always the ""other's one"" fault...",0.0,15-11-2014,2.0,1073
"Samsung Galaxy Note 3, Black 32GB (Verizon Wireless)",Samsung,Shem Ishler,True,5,"That's a huuuuuuuge *****!. I didn't find the need to buy a smartphone until last December. I eschewed them. I had been using my dinosaur phone for the last three years. It could take abuse like no other. It might have required the battery pulled now and then to reset it, but it kept doing the job I hired it for, making calls. I always had a cheap company smartphone or my wife nearby with hers, so I didn't get one until I got this one. This phone is awesome. It's huge screen is perfect for emails, surfing the web, whatever. But that screen size comes with a price. This phone is huge. People will tease you about it. You can always show then how good of pictures it takes and how fast the shutter speed is.... Or any of the plethora of other features you'll like if you get this phone. Oh yeah, the battery lasts forever.",0.0,13-02-2014,2.0,827
"Samsung Galaxy Note 3, Black 32GB (Verizon Wireless)",Samsung,Matthew,True,5,"More than just a smartphone.. The Samsung Galaxy Note 3 is a powerful personal pocket computer that you can also use as a phone as well. I bought this phone a year late and it is still miles beyond most of the phones out there. It's fast, smooth and the battery life is fantastic. If your a doodler like me the s-pen in combination with sketchbook for galaxy is top class when it comes to digital art applications. I would recommend downloading the Google Now launcher as opposed to using the standard Tocuhwiz that the phone comes with as it is a little clunky and if you have a Google account that you use frequently the launcher really makes the experience personalized and it's scary accurate. The only downside to this phone is speaker quality without headphones.",0.0,26-10-2014,2.0,768
"Samsung Galaxy Note 3, Black 32GB (Verizon Wireless)",Samsung,Rahna,True,5,"Love, love. Love, love, love this phone!!! Having the 32 GB makes a huge difference in the speed. I received the phone in a new Samsung box, with a OEM charger cable and plug. Very easy to use and see. Yes, it's a bit bulky but I bought a Bluetooth Earbud DABS AUDIO S10, Mini Wireless Headset for $25 prime and it works great. The S note feature is wonderful for snapping a picture of your screen and making notes. Or just to use as a note pad. Highly recommend!",0.0,23-03-2017,2.0,463
"Samsung Galaxy Note 3, Black 32GB (Verizon Wireless)",Samsung,M. Smith,True,5,"My first smart phone. I am slow to enter the 21st century. This is my first smart phone. I only paid a penny, and I'm very happy with it. It's fairly easy to use. My kids LOVE playing with the pen, drawing on photos, etc. The service is great. The colors are beautiful! I am definitely not an apple fan, but I do like Siri better than the S voice. She works better, and all my friends say the voice on my phone is creepy - seductive sounding. I got my brother to change the voice. He's good with technology, and it still took him a while, but it's better.",0.0,21-06-2015,2.0,555
"Samsung Galaxy Note 3, Black 32GB (Verizon Wireless)",Samsung,Laura L.,True,5,"Awesome phone - 5 Stars. My husband just purchased this as a replacement for his Galaxy Nexus. He is thrilled with it. He loves the multi-tasking abilities, the vibrant screen, and the extra-long battery life. While at first it seems a lot larger than other phones, my husband has adapted to it and wouldn't want the screen to be any smaller. The only time that the size is a nuisance, is when he tries to carry in his front pocket. The phone is extremely fast and efficient. He didn't think that he would use the S Pen but he loves it and uses it all the time. This phone is like having your own personal computer with you at all times - there's really nothing that it can't do. According to him, ""the i-Phone is Mickey Mouse play compared to the Note 3.""",0.0,26-01-2014,2.0,756
