product_name,brand,customer_name,verified_purchase,rating,customer_review,helpful_votes,review_date,total_votes,review_length
"Samsung Galaxy Note 4, Frosted White 32GB (Sprint)",Samsung,al shafer,True,1,"Defective phone. Does not work properly. Product is defective as it shuts off and will not hold a signal. Will be returning, very disappointed in this companies quality control",1.0,03-01-2018,3.0,176
"Samsung Galaxy Note 4, Frosted White 32GB (Sprint)",Samsung,holly,True,5,Really great phone. I have a note 2 so i .... Really great phone. I have a note 2 so i really thought this was the best way to go. I didn't care for the home buttons it just felt odd and i don't like the new panel for the pen for it to work. The note 2 pen was easy just take out and use. But the screen is great and it's a fast working device. Just not for me. I gave it to my grown son. He loves it.,2.0,05-09-2015,4.0,401
"Samsung Galaxy Note 4, Frosted White 32GB (Sprint)",Samsung,"JKP, RN",True,1,"Phone turns off when fully charged.. The phone vibrates and then turns off. I've tried swapping the battery with a new battery, cleaning my phone of apps, etc. My husband has the same phone and his battery life is 10x mine and doesn't experience any of these issues.",0.0,18-08-2018,2.0,266
"Samsung Galaxy Note 4, Frosted White 32GB (Sprint)",Samsung,Deborah Barrios,True,4,"Great Phone, Once I got a new battery.. Thanks phone looked just like new!! The only problems was the battery. Once replaced it worked great!",0.0,06-12-2018,2.0,141
"Samsung Galaxy Note 4, Frosted White 32GB (Sprint)",Samsung,Lis,True,4,"I Love This Phone. I bought a used phone from Gizmo and it works exceptionally well except for a few hiccups once in a while and it overheating alot which I find annoying at times. I don't know if that has to do with the phone itself being used or just a Samsung flaw. But otherwise it works very well. The phone came exactly when it said it would and the condition was almost like new with a few minor paint chipping around the edges, almost unnoticeable onless looking very closely. Overally I am pleased with this purchase.",0.0,28-04-2016,2.0,526
"Samsung Galaxy Note 4, Frosted White 32GB (Sprint)",Samsung,Amazon Customer,True,1,"Poor quality on ""like new"" products.. This is the second phone from the same company and both have been faulty. The ""like new"" one cost more and was cosmetically damaged with chips and scratches. Don't trust the descriptions.",2.0,20-07-2016,4.0,225
"Samsung Galaxy Note 4, Frosted White 32GB (Sprint)",Samsung,Amazon Customer,True,2,"Two Stars. It came as expected, but the battery only last 20 minutes if anything then it dies",2.0,11-11-2017,4.0,93
"Samsung Galaxy Note 4, Frosted White 32GB (Sprint)",Samsung,B. Lewis,True,5,"Great phone.. I got my LG G3 from Amazon for 1 Penny. Having seen my Wife's Note 4, I almost wish I had gotten a Note 4 instead, even though it cost 19,999 times as much ($199.99 on sale). :) Wife was concerned over lack of physical keyboard, but is very happy with this phone. She didn't think she needed to upgrade, but says the Note 4 makes her realize how many problems her old phone really had.",0.0,11-01-2015,2.0,399
"Samsung Galaxy Note 4, Frosted White 32GB (Sprint)",Samsung,Freida Ann McNeil,True,1,"I am sending this item back to the seller. .... I am sending this item back to the seller. It would not connect with the Sprint network in Richmond, VA It never worked and I was, unfortunately, forced to purchase a younger phone in order to continue with my service.",1.0,19-02-2018,3.0,266
"Samsung Galaxy Note 4, Frosted White 32GB (Sprint)",Samsung,WWB,True,1,One Star. I'd give half a star if I could. Advertised and sold as Sprint but couldn't be activated. Bummer!!,2.0,26-08-2017,4.0,108
"Samsung Galaxy Note 4, Frosted White 32GB (Sprint)",Samsung,Juan Lopez,True,1,Ni loco le recomiendo que le compren nada a este estafador ok. Me senti estafado miserablemente el celular no funciono bien del todo ..se apaga se frisa y se descarga la bateria ..se apaga y enciende cuando le da la gana ..siento mucha decepcion y perdi mi dinero miserablemente no voy a recomendar ese comprador nunca a nadie ok gracias por nada estafador barato y miserable ok,0.0,15-08-2018,2.0,378
"Samsung Galaxy Note 4, Frosted White 32GB (Sprint)",Samsung,Terry McNeill,True,2,Worded great for about 2 months. Worded great for about 2 months. Now I'm having trouble with the mobile data working and it keeps killing batteries. Not impressed.,1.0,26-08-2017,3.0,164
"Samsung Galaxy Note 4, Frosted White 32GB (Sprint)",Samsung,LikesQuality,True,1,Poorly refurbished.. The camera never worked properly. I'll never buy from this seller again.,0.0,12-10-2019,2.0,93
"Samsung Galaxy Note 4, Frosted White 32GB (Sprint)",Samsung,Tee Tee,True,1,Bad Battery and Wrong Charger. Not happy with the battery that was sent with this product....wont stay charge at all. Also had to purchase a new charger because it would not charge the phone. Phone was not worth the money I paid for...im really piss i done bought better phones from other places on Amazon this one is not the best.,0.0,04-11-2016,2.0,331
"Samsung Galaxy Note 4, Frosted White 32GB (Sprint)",Samsung,ivan montero,True,2,"Good phone , couldn't activate it.. I ordered a Samsung Galaxy Note 4 for sprint from Edge Cellular, the phone was good and the shipping was on time but I couldn't get it activated because it wasn't payed off by the original owner.",1.0,14-07-2017,3.0,231
"Samsung Galaxy Note 4, Frosted White 32GB (Sprint)",Samsung,Eric M.,True,5,"good phone, one of my favorites for the. good phone,one of my favorites for the notes",0.0,04-03-2018,2.0,85
"Samsung Galaxy Note 4, Frosted White 32GB (Sprint)",Samsung,nicole,True,1,Do Not Buy. I received this phone on time and it looked wonderful . After I got my service switched over the phone was hot to the touch and wouldn't turn on. Very disappointed.,0.0,18-01-2019,2.0,176
"Samsung Galaxy Note 4, Frosted White 32GB (Sprint)",Samsung,Ar,True,5,Great phone. Great phone previously had problems with getting it activated feed back from sender was helpful andvery prompt . Ordered a sims card and worked perfectly..,1.0,03-10-2017,3.0,168
"Samsung Galaxy Note 4, Frosted White 32GB (Sprint)",Samsung,juice,True,5,Spend a little extra. For me better than buying new,0.0,20-12-2018,2.0,51
"Samsung Galaxy Note 4, Frosted White 32GB (Sprint)",Samsung,Frances N.,True,5,Fell in love with this phone and once I finished researching it .... Fell in love with this phone and once I finished researching it I made up my mind to purchase. Love Love Love it.,1.0,08-10-2017,3.0,182
"Samsung Galaxy Note 4, Frosted White 32GB (Sprint)",Samsung,habanero,True,4,"Powerful, feature-rich, quality phone. Overall experience has been good since I purchased it in late November. I use it a lot for general web browsing and email. I was a little anxious about TouchWiz with all the negative comments in press reviews but I don't find anything wrong with it (coming from htc evo 4g). Battery life has been fantastic compared to my old phone. I can go days without charging and the charger is very fast. The email app seems to work well with S/MIME email which my old phone didn't. I've toyed with the SPen some and think it will be useful with a little practice. I still use a Daytimer at work and wonder if this can replace it. Love the ability to cut and paste images and take screen shots. The ability to hand write notes should make shopping lists and memos very convenient. The SPen accessory kit was missing from the box so I'm a bit miffed about that. The phone size is good for me. Fits in my pocket fine. I can dial the phone and other basic stuff with one hand (I'm 6'1 male). I usually use two hands for email, web browsing, messaging, etc but I would on any size phone. People tell me it sounds better than my old phone. I find the white one quite classy in appearance and the build quality seems good. Unlike some press reviews, I wouldn't call it cheesy at all, plastic back or not. And its a lot nicer than a certain new fruit product which I find slippery as ice. Amazon had the best deal right after Thanksgiving (199) when it was still 299 (and sold out) in all the stores around here. Still getting periodic ""no sim card detected message"".",0.0,20-12-2014,2.0,1588
"Samsung Galaxy Note 4, Frosted White 32GB (Sprint)",Samsung,Devin,True,5,"Awesome Phone (Great job Samsung). Absolutely great device. Zero lag, incredible responsiveness, and monumentally impressive screen clarity. If your a power user with an eye for detail and love to take photos from your phone, go all day streaming media, and have a need for tablet functionality this phone is for you.",4.0,01-12-2014,6.0,317
"Samsung Galaxy Note 4, Frosted White 32GB (Sprint)",Samsung,Arash Ouriel,True,1,One Star. It says like new and the phone is shutting off.,1.0,01-12-2017,3.0,57
"Samsung Galaxy Note 4, Frosted White 32GB (Sprint)",Samsung,luv2swim915,True,5,Five Stars. just what i wanted,0.0,25-10-2018,2.0,30
"Samsung Galaxy Note 4, Frosted White 32GB (Sprint)",Samsung,ShaliquinnsSchematics,True,4,"A Lot of ads with the phone that cant be .... A Lot of ads with the phone that cant be disabled, not fault of the seller, just a side issue with the phone itself.",0.0,01-07-2017,2.0,162
"Samsung Galaxy Note 4, Frosted White 32GB (Sprint)",Samsung,Amy Bright,True,1,I have to consistently keep this phone on the charger .... I have to consistently keep this phone on the charger.. ive replaced the battery but the phone just leeps killong them,1.0,08-05-2018,3.0,177
"Samsung Galaxy Note 4, Frosted White 32GB (Sprint)",Samsung,cashbaugh2014,True,5,"Great!. So far. Great working phone and reputable seller. Now we own 2 note 4s and are very happy, thanks!",0.0,17-07-2017,2.0,106
"Samsung Galaxy Note 4, Frosted White 32GB (Sprint)",Samsung,Macy,True,1,"Don't buy this phone! Dead battery drops service!. The phone came I. Good condition .... but the battery will not keep a charge. Update! I spent $45 on a new battery, and the phone will not connect to LTE. It constant drops service! Do not buy this phone",0.0,03-09-2017,2.0,254
"Samsung Galaxy Note 4, Frosted White 32GB (Sprint)",Samsung,Richard Armenta,True,1,"Phone was good for 5 months then completely died. Phone was good for about 5 months and now it died and won't charge, and won't stay on even after I bought a new battery. Not worth paying so much for a phone for 5 months of use.",0.0,19-01-2019,2.0,228
"Samsung Galaxy Note 4, Frosted White 32GB (Sprint)",Samsung,Jermaine,True,5,Great buy. This note 4 was perfect. Arrived on time works great and looks great,1.0,19-02-2018,3.0,79
"Samsung Galaxy Note 4, Frosted White 32GB (Sprint)",Samsung,Janitta,True,1,DO NOT BUY!. This phone came and within a week it was over heating shutting off at 50% and takes forever to turn back on. I emailed them to see if they would help and they never even responded to it.,0.0,30-09-2018,2.0,199
"Samsung Galaxy Note 4, Frosted White 32GB (Sprint)",Samsung,captnron6,True,5,"Love it!. I love older phones and really love the stylus option, more accurate than my finger!",0.0,15-11-2019,2.0,94
"Samsung Galaxy Note 4, Frosted White 32GB (Sprint)",Samsung,Amazon Customer,True,5,"she was very pleased but it kept cutting off turns out it just .... Got this for my 15yrs old daughter , she was very pleased but it kept cutting off turns out it just need a new battery, Works great now.",0.0,10-03-2017,2.0,204
"Samsung Galaxy Note 4, Frosted White 32GB (Sprint)",Samsung,Patrick Cronin,True,5,Five Stars. great deal on the Note 4.,0.0,10-08-2017,2.0,37
"Samsung Galaxy Note 4, Frosted White 32GB (Sprint)",Samsung,J DICKINSON,True,5,Five Stars. great!,0.0,06-07-2018,2.0,18
"Samsung Galaxy Note 4, Frosted White 32GB (Sprint)",Samsung,Jenm,True,3,Love my phone and finally it. I'm giving 3 stars because it was a month long process. I kept getting a damaged phone. Very frustrating. Love my phone and finally it works,1.0,05-03-2015,3.0,170
"Samsung Galaxy Note 4, Frosted White 32GB (Sprint)",Samsung,Lisa James-Owens,True,4,Not a happy. I bought this in July and it died completely in October. Not a happy camper,1.0,03-11-2017,3.0,88
"Samsung Galaxy Note 4, Frosted White 32GB (Sprint)",Samsung,Colton,True,1,Worst phone. I order it to replace my s8 and when I got it the screen was black not white then one didn't work never looked like the picture and the battery died at 15 percent do not buy,0.0,22-05-2018,2.0,186
"Samsung Galaxy Note 4, Frosted White 32GB (Sprint)",Samsung,Catia,True,5,I love this phone. I love this phone!!! Its everything I wanted. The only negative thing I can say is that the camera has a slight delay when you hit the button.,0.0,22-12-2014,2.0,161
"Samsung Galaxy Note 4, Frosted White 32GB (Sprint)",Samsung,Brian R.,True,5,Great phone. Just takes a bit to go over .... Great phone. Just takes a bit to go over all the features and figure out your settings. Amazing hd quality videos and great sound.,1.0,23-01-2017,3.0,176
"Samsung Galaxy Note 4, Frosted White 32GB (Sprint)",Samsung,Yvonne A.,True,5,"OMG I love my new Note 4. OMG I love my new Note 4!! Every time I take pictures with my Note 4, everyone around me wants to know what kind of phone I have, they see the pictures and say ""Oh please send me those pictures because they're great!"". So the camera is FABULOUS! I'm just starting to learn how to use the S pen but I love taking a picture of a document and then marking it up with the pen. My co-workers rely on me to handle these types of things on the go and well...this makes me look good :) I honestly don't feel like it's over sized as many fear. I love all the options I have for fonts, backgrounds, color themes, voice mail videos, fit pedometer tracker, and so much more!! It's everything I need and everything I didn't know I needed :)",1.0,24-01-2015,3.0,753
"Samsung Galaxy Note 4, Frosted White 32GB (Sprint)",Samsung,R Unit,True,5,"Excellent upgrade from the Note2. Great phone! Love the updates from the Note 2. Its a large format phone, but doesn't feel too big in my pocket. Screen resolution is great!",0.0,04-02-2015,2.0,173
"Samsung Galaxy Note 4, Frosted White 32GB (Sprint)",Samsung,Keri Mueller,True,1,Would not recommend. Phone completely crashed 3 weeks after receiving. It would get hot and shut off.,1.0,31-08-2017,3.0,101
"Samsung Galaxy Note 4, Frosted White 32GB (Sprint)",Samsung,Tammy Ball,True,1,One Star. Does not work will not power up...bought 3 phones only 1 works...returning,0.0,14-05-2018,2.0,84
"Samsung Galaxy Note 4, Frosted White 32GB (Sprint)",Samsung,jerry g elliott,True,4,"was very nice, was not unlock had to return. was very nice , was not unlock had to return it",1.0,23-01-2016,3.0,92
"Samsung Galaxy Note 4, Frosted White 32GB (Sprint)",Samsung,msjksn,True,5,Five Stars. I have enjoyed having this phone. Excellent picture quality. The phone was in very good condition as well! Thanks!!!,0.0,26-04-2016,2.0,128
"Samsung Galaxy Note 4, Frosted White 32GB (Sprint)",Samsung,Amazon Customer,True,1,One Star. Phone looks great but had some problem with battery,1.0,29-08-2017,3.0,61
"Samsung Galaxy Note 4, Frosted White 32GB (Sprint)",Samsung,Jason,True,5,Love it. Best phone ever made,0.0,01-11-2018,2.0,29
"Samsung Galaxy Note 4, Frosted White 32GB (Sprint)",Samsung,J. Serlemitsos,True,5,"Christmas cheer. My wife is loving it so far. It is fast, beautiful and she loves the big screen and ability to write memos, etc. Still early yet and she has not given the camera much time to evaluate. A lot like my S5, but with the stylus, write ready, a little faster, more on board ram and a bigger screen. Best price I could find around the holidays was at Amazon.",0.0,31-12-2014,2.0,368
"Samsung Galaxy Note 4, Frosted White 32GB (Sprint)",Samsung,Angela,True,1,Broken like i thought it would be from other reviews.. Tried to boot and will not go past boot screen and resets. Assuming hardware issue. Now my finances are tied up for weeks. Thanks so much.,0.0,07-08-2017,2.0,193
"Samsung Galaxy Note 4, Frosted White 32GB (Sprint)",Samsung,La Tisha Roldan,True,1,Huge waste of my money. Phone did not come with the sim card needed and the charger they sent me did not even match the phone! Phone shuts off for no reason. Huge waste of my money,0.0,31-03-2017,2.0,180
"Samsung Galaxy Note 4, Frosted White 32GB (Sprint)",Samsung,nghiem u ho,True,5,Five Stars. Love my Note 4. works perfectly and very fast. screen is bright and clear. s-pen is very useful.,0.0,20-02-2015,2.0,108
"Samsung Galaxy Note 4, Frosted White 32GB (Sprint)",Samsung,Dylan Redmon,True,1,Worthless. The battery cycles and won't stay on for more than a few minutes and it doesn't want to detect my sim card. Don't get it from Edge Cellular.,0.0,20-07-2017,2.0,151
"Samsung Galaxy Note 4, Frosted White 32GB (Sprint)",Samsung,judy,True,5,I love this phone. I love this phone. It's pritty easy to get use to but I'm sure I haven't even come close to learning what it is able to do.,0.0,04-01-2015,2.0,142
"Samsung Galaxy Note 4, Frosted White 32GB (Sprint)",Samsung,Cynthia Silk,True,5,"Great smartphone!. Love it! Easy to use! I have only had it just over a month or so, but so far so good!",0.0,20-01-2015,2.0,104
"Samsung Galaxy Note 4, Frosted White 32GB (Sprint)",Samsung,Ayanna,True,1,disappointing products. The phone broken down after 6 months. I called their service line but they say there was nothing that they can do.,1.0,30-05-2016,3.0,138
"Samsung Galaxy Note 4, Frosted White 32GB (Sprint)",Samsung,love it,True,3,Battery not good. Phone powers off when battery reaches 57%...Have to spend extra money to purchase battery...if that not problem I will be returning.,0.0,04-08-2017,2.0,150
"Samsung Galaxy Note 4, Frosted White 32GB (Sprint)",Samsung,Bella,True,1,One Star. Just received my phone and it continues to shut off,0.0,06-03-2018,2.0,61
"Samsung Galaxy Note 4, Frosted White 32GB (Sprint)",Samsung,Carl,True,1,One Star. Sold me a trash phone that randomly cuts off and reatarts. Gave me no reasonable exchange options,0.0,11-06-2018,2.0,107
"Samsung Galaxy Note 4, Frosted White 32GB (Sprint)",Samsung,Jeremy R.,True,4,Four Stars. Can be a little buggy but to be expected buying an older used phone,0.0,09-03-2016,2.0,79
"Samsung Galaxy Note 4, Frosted White 32GB (Sprint)",Samsung,Fudge Cake,True,1,"Disappointed. Disappointed that I had to purchase a new battery for the phone, since the one it came with was bad.",0.0,10-05-2017,2.0,114
"Samsung Galaxy Note 4, Frosted White 32GB (Sprint)",Samsung,Troy,True,5,Note 4 RULES!. LOVE this phone!!!,0.0,12-02-2016,2.0,33
"Samsung Galaxy Note 4, Frosted White 32GB (Sprint)",Samsung,Christopher,True,3,Good. The phone is ok but it could be better it's detecting the wrong things.,0.0,20-08-2017,2.0,77
"Samsung Galaxy Note 4, Frosted White 32GB (Sprint)",Samsung,Robert P.,True,5,Five Stars. Purchased for my wife and she loves it.,0.0,03-01-2015,2.0,51
"Samsung Galaxy Note 4, Frosted White 32GB (Sprint)",Samsung,Camillia L Jordan,True,5,Five Stars. Pretty good. Only thing that I dislike is battery life. Otherwise good phone,0.0,14-03-2017,2.0,88
"Samsung Galaxy Note 4, Frosted White 32GB (Sprint)",Samsung,Amazon Customer,True,4,Four Stars. Enjoy the phone got sent with a bad battery they sent me new batteries everything is going well now,0.0,29-03-2017,2.0,111
"Samsung Galaxy Note 4, Frosted White 32GB (Sprint)",Samsung,Rvm,True,5,Perfect choice!. Phone came on time and works exceptionally well,0.0,03-05-2016,2.0,64
"Samsung Galaxy Note 4, Frosted White 32GB (Sprint)",Samsung,Keith,True,2,Crappy phone!. Phone has all kinds of issues despite software update,0.0,17-08-2017,2.0,68
"Samsung Galaxy Note 4, Frosted White 32GB (Sprint)",Samsung,NancyJo,True,5,Five Stars. LOVE it!,0.0,14-01-2015,2.0,20
"Samsung Galaxy Note 4, Frosted White 32GB (Sprint)",Samsung,Tania Hahn,True,5,Just more than what I expected. Just more than what I expected. Love the note feature specially when I do not have look for paper and pen when I need to take a note during the call,0.0,27-12-2014,2.0,180
"Samsung Galaxy Note 4, Frosted White 32GB (Sprint)",Samsung,jk,True,5,Love it!!. Loved my Note 2 and love Note 4 even better. Faster!! More memory! :-),1.0,24-05-2015,3.0,81
"Samsung Galaxy Note 4, Frosted White 32GB (Sprint)",Samsung,Stacy gordon,True,4,Four Stars. Love it,0.0,23-08-2017,2.0,19
"Samsung Galaxy Note 4, Frosted White 32GB (Sprint)",Samsung,Adriane Hawkins,True,5,Love it!!!. I absolutely love this phone!!,0.0,10-12-2014,2.0,42
"Samsung Galaxy Note 4, Frosted White 32GB (Sprint)",Samsung,Ylonda Holmes,True,5,Five Stars. I love it !,0.0,30-06-2016,2.0,23
"Samsung Galaxy Note 4, Frosted White 32GB (Sprint)",Samsung,Cabrona,True,1,One Star. The phone did not work at all.,0.0,11-05-2018,2.0,40
"Samsung Galaxy Note 4, Frosted White 32GB (Sprint)",Samsung,Scrafty,True,4,... the speaker phone and wireless headset is not very good.. The sound quality from the speaker phone and wireless headset is not very good.,0.0,03-03-2016,2.0,141
"Samsung Galaxy Note 4, Frosted White 32GB (Sprint)",Samsung,Shafer,True,4,Awesome phone. Great phone great battery great pics and lighting fast,0.0,17-11-2015,2.0,69
"Samsung Galaxy Note 4, Frosted White 32GB (Sprint)",Samsung,Amazon Customer,True,1,Not a good phone. Bad teception..dont get hardly any calls..,0.0,02-07-2016,2.0,60
"Samsung Galaxy Note 4, Frosted White 32GB (Sprint)",Samsung,Addis Ababa,True,3,Good smartphone.. I am annoyed by the constant updates. So far I am satisfied by the battery life and fast charging.,0.0,09-08-2015,2.0,116
"Samsung Galaxy Note 4, Frosted White 32GB (Sprint)",Samsung,Mary Green,True,5,Great Investment!. I love this phone!! Too many features and perks to list!,0.0,08-02-2015,2.0,75
"Samsung Galaxy Note 4, Frosted White 32GB (Sprint)",Samsung,Amazon Customer,True,5,Like new Note 4. I would suggest a phone from this company any day now. What a great phone.,0.0,13-10-2015,2.0,91
"Samsung Galaxy Note 4, Frosted White 32GB (Sprint)",Samsung,Wilfredo,True,5,Five Stars. It was perfect for me,0.0,31-01-2016,2.0,33
"Samsung Galaxy Note 4, Frosted White 32GB (Sprint)",Samsung,Amazon Customer,True,5,Five Stars. Great buy,0.0,19-03-2017,2.0,21
"Samsung Galaxy Note 4, Frosted White 32GB (Sprint)",Samsung,jack,True,5,"completely happy with phone and works. Fast delivery, Looks new, completely happy with phone and works!",0.0,21-03-2016,2.0,103
"Samsung Galaxy Note 4, Frosted White 32GB (Sprint)",Samsung,Ontario,True,5,This phone is awesome!!. I've had this phone for about 5 days and I love it! It's fast and chargers with spend. I highly recommend it to anybody debating to get this or not,0.0,09-02-2015,2.0,172
"Samsung Galaxy Note 4, Frosted White 32GB (Sprint)",Samsung,D. Cooper,True,5,Galaxy Note 4. Love it!,0.0,01-01-2015,2.0,23
"Samsung Galaxy Note 4, Frosted White 32GB (Sprint)",Samsung,Sani Rey,True,5,Awesome sauce!!!!. It was what I expected!!!...,0.0,21-04-2016,2.0,47
"Samsung Galaxy Note 4, Frosted White 32GB (Sprint)",Samsung,Amazon customer,True,5,Great. Love it. Arrived in perfect condition.,0.0,18-03-2016,2.0,45
"Samsung Galaxy Note 4, Frosted White 32GB (Sprint)",Samsung,Amazon Customer,True,5,My note 4. The phone works perfectly,0.0,18-07-2016,2.0,36
"Samsung Galaxy Note 4, Frosted White 32GB (Sprint)",Samsung,Amazon Customer,True,1,"Phone had problems. Many problems.. I had a bad time with this phone. It wasnt inspected properly I think. It had many problems. -Malfunctioning Battery that would die quickly while displaying 30% capacity. -IR Baster didnt work -The phone's firmware had been rooted or otherwise tampered with. Couldn't get updates. Some apps wouldnt work. -Phone came with shoddy aftermarket charger that barely charged. If I were you I wouldnt buy a phone from these folks. But its a free country, so if you really want a bad phone you can get one if you want. Don't blame me when you are sad and mad though, thats on you buddy. UPDATE: Tried to buy again from this seller because I am an idiot. Phone has a faulty battery. FOOL ME TWICE SHAME ON YOU.",0.0,05-08-2016,2.0,737
"Samsung Galaxy Note 4, Frosted White 32GB (Sprint)",Samsung,Al M,True,5,Five Stars. This is a great piece of technology at a great price ty amazon,0.0,03-01-2015,2.0,74
"Samsung Galaxy Note 4, Frosted White 32GB (Sprint)",Samsung,Virginia,True,1,One Star. I wasn't able to activate was looked,0.0,27-04-2016,2.0,46
"Samsung Galaxy Note 4, Frosted White 32GB (Sprint)",Samsung,Amazon Customer,True,5,Five Stars. I love it. Does a super job for me.,0.0,28-03-2016,2.0,47
